bid,delayTime,epic,expiry,high,instrumentName,instrumentType,lotSize,low,marketStatus,netChange,offer,otcTradeable,percentageChange,scalingFactor,streamingPricesAvailable,updateTime,updateTimeUTC
13245.8,0,IX.D.DAX.FWM2.IP,MAR-20,13265.5,Germany 30 (€5),INDICES,5,13217.8,TRADEABLE,14.8,13257.8,True,0.11,1,True,-1608000,00:33:12
13258.1,0,IX.D.DAX.IFM1.IP,-,13269.8,Germany 30 Cash (€5),INDICES,5,13228.1,TRADEABLE,14.8,13262.1,True,0.11,1,True,-1608000,00:33:12
27563.0,0,TM.D.MDAX.FWM1.IP,DEC-19,27573.0,Germany Mid-Cap 50 (€1),INDICES,1,27563.0,EDITS_ONLY,0.0,27573.0,True,0.0,1,True,72000000,21:00:00
27577.0,0,TM.D.MDAX.IFM.IP,-,27687.0,Germany Mid-Cap 50 Cash (€1),INDICES,1,27461.0,EDITS_ONLY,30.0,27585.0,True,0.11,1,True,72000000,21:00:00
3061.0,0,TM.D.TECDAX.FWM1.IP,DEC-19,3065.0,Germany Tech 30  (EUR2 Mini Contract),INDICES,2,3061.0,EDITS_ONLY,0.0,3065.0,True,0.0,1,True,72000000,21:00:00
3064.5,0,TM.D.TECDAX.IFM.IP,-,3119.0,Germany Tech 30 Cash (EUR2 Mini Contract),INDICES,2,3013.0,EDITS_ONLY,1.3,3067.5,True,0.04,1,True,72000000,21:00:00
23553.7,0,IX.D.MIB.FWM1.IP,DEC-19,23605.5,Italy 40 (€1),INDICES,1,23543.5,TRADEABLE,20.2,23591.7,True,0.09,1,True,-1613000,00:33:07
23552.9,0,IX.D.MIB.IFM.IP,-,23606.7,Italy 40 Cash (€1),INDICES,1,23520.2,TRADEABLE,15.2,23592.9,True,0.06,1,True,-1613000,00:33:07
23432.5,0,IX.D.NIKFUT.FWM1.IP,DEC-19,23522.5,Japan 225 ($1),INDICES,1,23307.5,TRADEABLE,45.0,23452.5,True,0.19,1,True,-1608000,00:33:12
23434.8,0,IX.D.NIKKEI.IFM.IP,-,23506.8,Japan 225 Cash ($1),INDICES,1,23310.0,TRADEABLE,64.8,23441.8,True,0.28,1,True,-1611000,00:33:09
2873.7,0,IX.D.FANG.IFM.IP,-,2876.7,US Fang Cash ($10),INDICES,10,2867.1,TRADEABLE,2.8,2876.7,True,0.1,1,True,-1632000,00:32:48
1626.8,0,IX.D.RUSSELL.FWM2.IP,DEC-19,1629.0,US Russell 2000 ($10),INDICES,10,1623.4,TRADEABLE,3.0,1627.3,True,0.18,1,True,-1613000,00:33:07
1625.4,0,IX.D.RUSSELL.IFM.IP,-,1627.4,US Russell 2000 Cash ($10),INDICES,10,1621.3,TRADEABLE,3.8,1625.7,True,0.23,1,True,-1613000,00:33:07
50137.0,0,IX.D.SAF.FWM2.IP,DEC-19,50217.0,South Africa 40 (R10),INDICES,10,50022.0,TRADEABLE,45.0,50187.0,True,0.09,1,True,-1613000,00:33:07
49920.0,0,IX.D.SAF.IFM.IP,-,50000.0,South Africa 40 Cash (R10),INDICES,10,49790.0,TRADEABLE,62.0,49970.0,True,0.12,1,True,-1613000,00:33:07
49920.0,0,IX.D.SAF.IFMM.IP,-,50000.0,South Africa 40 Cash (R2),INDICES,2,49790.0,TRADEABLE,62.0,49970.0,True,0.12,1,True,-1613000,00:33:07
8400.1,0,IX.D.NASDAQ.FWM1.IP,DEC-19,8410.8,US Tech 100 ($20),INDICES,20,8395.8,TRADEABLE,-0.2,8403.1,True,-0.0,1,True,-1607000,00:33:13
8395.2,0,IX.D.NASDAQ.IFM.IP,-,8404.9,US Tech 100 Cash ($20 Mini),INDICES,20,8384.7,TRADEABLE,10.5,8397.2,True,0.13,1,True,-1607000,00:33:13
3142.38,0,IX.D.SPTRD.FWM1.IP,DEC-19,3146.13,US 500 ($50),INDICES,50,3141.67,TRADEABLE,-0.98,3143.38,True,-0.03,1,True,-1613000,00:33:07
3142.73,0,IX.D.SPTRD.IFM.IP,-,3146.08,US 500 Cash ($50),INDICES,50,3138.55,TRADEABLE,4.18,3143.33,True,0.13,1,True,-1613000,00:33:07
28111.5,0,IX.D.DOW.FWM2.IP,DEC-19,28143.1,Wall Street ($2),INDICES,2,28105.0,TRADEABLE,-16.1,28121.5,True,-0.06,1,True,-1606000,00:33:14
28135.3,0,IX.D.DOW.IFM.IP,-,28162.2,Wall Street Cash ($2),INDICES,2,28110.4,TRADEABLE,25.4,28139.1,True,0.09,1,True,-1606000,00:33:14
13810.6,0,IX.D.XINHUA.IFM.IP,-,13844.1,China A50 Cash ($0.2),INDICES,0,13759.3,TRADEABLE,-6.7,13834.6,True,-0.05,1,True,-1613000,00:33:07
3706.5,0,IX.D.STXE.FWM4.IP,DEC-19,3712.5,EU Stocks 50 (€2),INDICES,2,3702.1,TRADEABLE,4.4,3710.5,True,0.12,1,True,-1618000,00:33:02
3712.05,0,IX.D.STXE.IFM.IP,-,3716.15,EU Stocks 50 Cash (€2),INDICES,2,3703.3,TRADEABLE,8.0,3714.05,True,0.22,1,True,-1618000,00:33:02
7398.8,0,IX.D.FTSE.FWM1.IP,DEC-19,7410.5,FTSE 100 (£2),INDICES,2,7389.3,TRADEABLE,-2.5,7406.8,True,-0.03,1,True,-1613000,00:33:07
7404.9,0,IX.D.FTSE.IFM.IP,-,7412.6,FTSE 100 Cash (£2),INDICES,2,7394.4,TRADEABLE,-2.5,7408.9,True,-0.03,1,True,-1613000,00:33:07
5925.9,0,IX.D.CAC.FWM1.IP,DEC-19,5939.9,France 40 (€2),INDICES,2,5919.9,TRADEABLE,-0.6,5933.9,True,-0.01,1,True,-1613000,00:33:07
5935.0,0,IX.D.CAC.IFM.IP,-,5944.5,France 40 Cash (€2),INDICES,2,5928.4,TRADEABLE,-0.7,5938.0,True,-0.01,1,True,-1613000,00:33:07
10668.3,0,IX.D.HSCHIN.FWM1.IP,NOV-19,10699.6,China H-Shares (HK10),INDICES,10,10604.5,TRADEABLE,38.8,10692.3,True,0.36,1,True,-1613000,00:33:07
10669.6,0,IX.D.HSCHIN.IFU.IP,-,10694.9,China H-Shares Cash ($1),INDICES,1,10605.4,TRADEABLE,38.2,10687.6,True,0.36,1,True,-1613000,00:33:07
10669.6,0,IX.D.HSCHIN.IFM.IP,-,10694.9,China H-Shares Cash (HK10),INDICES,10,10605.4,TRADEABLE,38.2,10687.6,True,0.36,1,True,-1613000,00:33:07
27009.4,0,IX.D.HANGSENG.FWM1.IP,NOV-19,27087.0,Hong Kong HS50 (HK10),INDICES,10,26891.7,TRADEABLE,86.9,27039.4,True,0.32,1,True,-1613000,00:33:07
27005.2,0,IX.D.HANGSENG.IFU.IP,-,27081.6,Hong Kong HS50 Cash ($1),INDICES,1,26886.3,TRADEABLE,63.6,27035.2,True,0.24,1,True,-1613000,00:33:07
27005.2,0,IX.D.HANGSENG.IFM.IP,-,27081.6,Hong Kong HS50 Cash (HK10),INDICES,10,26886.3,TRADEABLE,63.6,27035.2,True,0.24,1,True,-1613000,00:33:07
12081.2,0,IX.D.NIFTY.IFM.IP,-,12101.5,India 50 Cash ($2),INDICES,2,12053.6,TRADEABLE,3.4,12091.2,True,0.03,1,True,-1613000,00:33:07
1586.8,0,TM.D.KLCI.IFM.IP,-,1591.7,Malaysia 30 Cash (MYR10),INDICES,10,1583.2,EDITS_ONLY,-1.9,1589.8,True,-0.12,1,True,-1712000,00:31:28
3171.0,0,TM.D.ATX.FWM1.IP,DEC-19,3197.5,Austria 20 (E2),INDICES,2,3024.0,EDITS_ONLY,-21.5,3171.0,True,-0.67,1,True,56400000,16:40:00
1224.1,0,IX.D.DEN25.IFM.IP,-,1224.1,Denmark 25 (DKK20 Contract),INDICES,20,1224.1,EDITS_ONLY,0.0,1224.1,True,-0.0,1,True,53700000,15:55:00
2240.8,0,TM.D.ATHENS.IFM.IP,-,2248.8,Greece 25 (€0.4),INDICES,0,2240.8,EDITS_ONLY,-0.1,2248.8,True,-0.0,1,True,51600000,15:20:00
2235.8,0,TM.D.ATHENS.FWM2.IP,DEC-19,2255.8,Greece 25 (€0.4),INDICES,0,2235.8,EDITS_ONLY,-0.1,2255.8,True,-0.0,1,True,51600000,15:20:00
43760.0,0,TM.D.BUX.FWM1.IP,DEC-19,43760.0,Hungary 12 (HUF10),INDICES,10,43760.0,EDITS_ONLY,0.0,43760.0,True,0.0,1,True,54408000,16:06:48
43950.0,0,TM.D.BUX.IFM.IP,-,43950.0,Hungary 12 Cash (HUF10),INDICES,10,43950.0,EDITS_ONLY,0.0,43950.0,True,0.0,1,True,54408000,16:06:48
835.63,0,IX.D.OBX.IFM.IP,-,837.6,Norway 25 Cash (NK20),INDICES,20,834.31,TRADEABLE,1.62,837.13,True,0.19,1,True,-1613000,00:33:07
10503.5,0,IX.D.SMI.FWM2.IP,DEC-19,10519.2,Switzerland Blue Chip (CHF2),INDICES,2,10487.5,TRADEABLE,6.0,10513.5,True,0.06,1,True,-1613000,00:33:07
10511.4,0,IX.D.SMI.IFM.IP,-,10528.4,Switzerland Blue Chip Cash (CHF2),INDICES,2,10495.4,TRADEABLE,-13.0,10517.4,True,-0.12,1,True,-1613000,00:33:07
598.2,0,IX.D.AEX.FWM2.IP,DEC-19,599.1,Netherlands 25 (€40),INDICES,40,597.4,TRADEABLE,0.5,598.8,True,0.08,1,True,-1569000,00:33:51
598.32,0,IX.D.AEX.IFM.IP,-,599.12,Netherlands 25 Cash (€40),INDICES,40,597.32,TRADEABLE,0.6,598.82,True,0.1,1,True,-1569000,00:33:51
370.4,0,IX.D.SINGAPORE.FWM1.IP,NOV-19,372.0,Singapore Blue Chip (SD40),INDICES,40,369.1,TRADEABLE,0.97,370.75,True,0.26,1,True,-1556000,00:34:04
370.43,0,IX.D.SINGAPORE.IFM.IP,-,371.78,Singapore Blue Chip Cash (SD40),INDICES,40,369.24,TRADEABLE,1.02,370.68,True,0.28,1,True,-1556000,00:34:04
1744.0,0,IX.D.OMX.FWM1.IP,DEC-19,1746.59,Sweden 30 (SK20),INDICES,20,1738.75,TRADEABLE,3.29,1745.5,True,0.19,1,True,-1560000,00:34:00
1743.99,0,IX.D.OMX.IFM.IP,-,1746.58,Sweden 30 Cash (SK20),INDICES,20,1738.74,TRADEABLE,3.29,1745.49,True,0.19,1,True,-1560000,00:34:00
9283.7,0,IX.D.IBEX.FWM1.IP,DEC-19,9305.6,Spain 35 (€2),INDICES,2,9266.9,TRADEABLE,14.7,9301.7,True,0.16,1,True,-1569000,00:33:51
9331.3,0,IX.D.IBEX.IFM.IP,-,9347.2,Spain 35 Cash (€2),INDICES,2,9314.5,TRADEABLE,10.2,9343.3,True,0.11,1,True,-1569000,00:33:51
